source	translated	reference
A woman reads a book while sitting in a row of red chairs.	Một người đàn bà đọc một cuốn sách trong khi ngồi trong hàng ghế đỏ.	Một người phụ nữ đang đọc sách trong khi ngồi trên một hàng ghế màu đỏ.
A child claps while riding on a woman's shoulders.	Một đứa trẻ khóc khi cưỡi trên vai một người phụ nữ.	Một đứa trẻ vỗ tay khi ngồi trên vai một người phụ nữ.
A family is walking on the sidewalk through the snow while a man sits on the side with his paper cup.	Một gia đình đang đi bộ trên vỉa hè băng qua tuyết trong khi một người đàn ông ngồi bên cạnh với tờ giấy của mình.	Một gia đình đang đi bộ trên vỉa hè trong tuyết trong khi một người đàn ông ngồi ở bên cạnh với chiếc cốc giấy của mình.
A cat sits on top of a store sign.	Một con mèo ngồi trên một cửa hàng.	Một con mèo ngồi trên đỉnh biển hiệu của một cửa hàng.
A man in a pink shirt and black jacket with headphones on.	Một người đàn ông mặc áo sơ mi màu hồng và mặc áo khoác đen mặc quần bó.	Một người đàn ông mặc áo sơ mi hồng và áo khoác đen, đeo tai nghe.
A young man about to throw a football.	Một chàng trai trẻ chuẩn bị chơi bóng bầu dục.	Một chàng trai trẻ chuẩn bị ném bóng bầu dục.
A guy and a girl going down a spiral walkway.	Một người đàn ông và một cô gái đi xuống một con đường mòn.	Một chàng trai và một cô gái đang đi xuống lối đi xoắn ốc.
A woman with pink hair bent down on the sidewalk holding to pink dogs.	Một người phụ nữ với mái tóc hồng cúi xuống trên mặt băng dính với những con chó.	Một người phụ nữ tóc hồng đang cúi xuống vỉa hè, bế những chú chó màu hồng.
A male in a suit holding a beverage in a cup walking down the sidewalk, next to a city bus.	Một người đàn ông mặc vest cầm một thức uống trong ly đi dọc theo vỉa hè, bên cạnh một chiếc xe buýt thành phố.	Một người đàn ông mặc vest đang cầm đồ uống trong cốc đi dọc vỉa hè, bên cạnh một chiếc xe buýt thành phố.
Man jumping with a rock formation in background.	Người đàn ông nhảy với một tảng đá tạo thành nền.	Người đàn ông đang nhảy với khối đá ở phía sau.
A person in a red jacket with black pants holding rainbow ribbons.	Một người mặc áo khoác màu đỏ với quần đen đang đeo đèn chùm cầu vồng.	Một người mặc áo khoác đỏ với quần đen, tay cầm những dải ruy băng cầu vồng.
A woman puts her arm on a person sitting in a wheelchair.	Một phụ nữ đặt tay lên người đang ngồi trên xe lăn.	Một người phụ nữ đặt tay lên người đang ngồi trên xe lăn.
A man in a white apron is cooking something with eggs on a pan outside for a woman in a tan jacket.	Một người đàn ông mặc đồ lót trắng đang nấu món gì đó với trứng trên chảo bên ngoài cho một người phụ nữ mặc áo khoác rám nắng.	Một người đàn ông mặc tạp dề trắng đang nấu món gì đó với trứng trên chảo ở bên ngoài cho một người phụ nữ mặc áo khoác màu nâu.
A woman with a push-to-talk cellphone and headset waiting at a crosswalk.	Một người phụ nữ với một tiếng nói trước và tai tai nghe chờ đợi tại một lối đi qua.	Một người phụ nữ đeo điện thoại di động có chức năng bấm để nói và tai nghe đang chờ ở vạch qua đường.
A group of men walk down a city street.	Một nhóm người đàn ông đi xuống một khu phố.	Một nhóm đàn ông đang đi bộ trên phố.
A road next to an interesting place with lots of pillars.	Một con đường bên cạnh một nơi thú vị với rất nhiều các tế bào.	Một con đường bên cạnh một địa điểm thú vị có nhiều cột trụ.
A group of people in black standing on a dock nearby a long structure.	Một nhóm người da đen đứng ở một cảng gần một tòa nhà dài.	Một nhóm người mặc đồ đen đứng trên bến tàu gần một công trình dài.
Man carrying a few cases of beer.	Mang theo vài thùng bia.	Người đàn ông đang mang theo một vài thùng bia.
A middle-aged man is sitting down and playing the accordion.	Một người đàn ông trung niên đang ngồi xuống và chơi trò thắt lưng.	Một người đàn ông trung niên đang ngồi chơi đàn accordion.
Girl with green arm band, hair ties, and earrings stands outside.	Cô gái với dây đeo tay màu xanh lá, dây buộc tóc, và đeo tai đứng ở ngoài.	Cô gái đeo băng tay màu xanh lá cây, buộc tóc và đeo khuyên tai đứng bên ngoài.
A young girl in a pink shirt is on a beach running toward the ocean.	Một cô gái trẻ mặc áo sơ mi màu hồng đang chạy ra biển.	Một cô gái trẻ mặc áo sơ mi hồng đang chạy trên bãi biển về phía đại dương.
A skateboarder in a black t-shirt and jeans skating threw the city.	Một kẻ mặc áo đen mặc áo thun đen và mặc quần lót, ném vào thành phố.	Một vận động viên trượt ván mặc áo phông đen và quần jean đang trượt ván khắp thành phố.
A man in a jacket is taking a photograph of a large building.	Một người mặc áo khoác đang chụp ảnh một tòa nhà lớn.	Một người đàn ông mặc áo khoác đang chụp ảnh một tòa nhà lớn.
People on the sideline of a soccer match.	Những người chơi bóng đá.	Những người ở bên lề một trận đấu bóng đá.
In this photo there is a family of four dashing across a busy street in the city.	Trong bức ảnh này có một gia đình 4 người đi ngang qua một con đường bận rộn trong thành phố.	Trong bức ảnh này có một gia đình bốn người đang vội vã băng qua một con phố đông đúc trong thành phố.
A group of people walk down the street in the sun.	Một nhóm người đi bộ trên phố dưới ánh mặt trời.	Một nhóm người đang đi bộ trên phố dưới ánh nắng mặt trời.
A street near a stoplight with several people including a man wearing a brown coat and sunglasses with his hand to his face.	Một con đường gần một điểm dừng với một số người bao gồm một người đàn ông mặc áo khoác màu nâu và đeo kính với bàn tay của mình vào mặt của mình.	Một con phố gần đèn giao thông có một số người, trong đó có một người đàn ông mặc áo khoác nâu, đeo kính râm và đưa tay lên mặt.
Some plants are growing near the window.	Một số cây mọc gần cửa sổ.	Một số cây đang mọc gần cửa sổ.
This player with the blue helmet was at bat and just finished swinging at the ball during a team baseball game.	Cái này với cái mũ màu xanh đang đập bóng và vừa mới đánh xong quả bóng trong trận bóng chày của đội bóng chày.	Cầu thủ đội mũ bảo hiểm màu xanh này đang đánh bóng và vừa mới vung bóng trong một trận bóng chày đồng đội.
The woman in the gold coat hurries to catch the subway.	Người phụ nữ trong chiếc áo khoác vàng để đi tàu điện ngầm.	Người phụ nữ mặc áo khoác vàng vội vã đi tàu điện ngầm.
Some people sit on benches under rows of trees in front of a building.	Một số người ngồi trên những hàng cây trước một tòa nhà.	Một số người ngồi trên băng ghế dưới hàng cây trước tòa nhà.
A man in a suit is sitting at a bus stop.	Một người đàn ông trong bộ đồ đang ngồi ở trạm xe buýt.	Một người đàn ông mặc vest đang ngồi ở trạm xe buýt.
An African American man surrounded by empty overturned white buckets and dark colored crates expresses himself through a message handwritten on cardboard.	Một người đàn ông người Mỹ da trắng da trắng da trắng bao quanh và những thùng màu đen hiện mình thông qua một thông điệp trên trán.	Một người đàn ông Mỹ gốc Phi được bao quanh bởi những chiếc xô trắng úp ngược và những chiếc thùng màu tối thể hiện bản thân thông qua một thông điệp viết tay trên bìa cứng.
A young brunette woman eating and drinking something.	Một cô gái trẻ tuổi đang ăn uống gì đó.	Một phụ nữ trẻ tóc nâu đang ăn và uống thứ gì đó.
A man in a suit and hat is playing the guitar on the street.	Một người đàn ông mặc vest và đội mũ đang chơi guitar trên đường phố.	Một người đàn ông mặc vest và đội mũ đang chơi đàn ghi-ta trên phố.
A woman in a red vest working at a computer.	Một người phụ nữ mặc đồ màu đỏ đang làm việc với máy tính.	Một người phụ nữ mặc áo vest đỏ đang làm việc trên máy tính.
People standing around incense, wafting the smoke into their faces.	Dân_sự đứng xung_quanh xông hương , giơ khói lên mặt mình .	Mọi người đứng quanh hương, phả khói vào mặt.
A man using the bathroom mirror to tie his tie.	Một người dùng kính vệ sinh để thắt cà vạt.	Một người đàn ông đang sử dụng gương trong phòng tắm để thắt cà vạt.
Music being played by several individuals while a happy crowd sits and listens.	Được chơi nhạc bởi nhiều người trong khi đám đông vui vẻ ngồi và lắng nghe.	Âm nhạc được chơi bởi nhiều người trong khi đám đông vui vẻ ngồi và lắng nghe.
Two young men riding on a very small horse-drawn wagon full of potatoes.	Hai chàng trai trẻ cưỡi một chiếc xe ngựa nhỏ đầy khoai tây.	Hai thanh niên đang cưỡi trên một chiếc xe ngựa rất nhỏ chở đầy khoai tây.
A woman in a dress walking down the street past a construction site.	Một người phụ nữ mặc váy đi bộ trên phố qua một công trường.	Một người phụ nữ mặc váy đang đi bộ trên phố ngang qua một công trường xây dựng.
A clerk in a convenience store asks a customer buying alcohol for his age and identification.	Một nhân viên trong một cửa hàng tạp hóa xin khách hàng mua rượu cho tuổi tác và giấy tờ tùy thân.	Một nhân viên bán hàng tại một cửa hàng tiện lợi sẽ hỏi tuổi và giấy tờ tùy thân của khách hàng khi mua rượu.
A man with sunglasses is operating a construction automobile and releasing gravel on to the ground.	Một người đeo mặt nạ đang hoạt động một chiếc xe và phóng lên mặt đất.	Một người đàn ông đeo kính râm đang điều khiển xe thi công và rải sỏi xuống đất.
A baby playing with her toys looking at a black and white cat.	Một đứa bé chơi đùa với đồ chơi của nó nhìn vào một con mèo trắng đen.	Một em bé đang chơi đồ chơi và nhìn một chú mèo đen trắng.
A teenage girl is carrying a guitar in the woods.	Một thiếu nữ mang một cây đàn trong rừng.	Một cô gái tuổi teen đang mang theo một cây đàn guitar trong rừng.
A man wearing a backpack is walking down the street.	Một người đàn ông đeo ba lô đang đi trên đường.	Một người đàn ông đeo ba lô đang đi bộ trên phố.
Two men are having a conversation in front of a souvenir shop in Rome.	Hai người đàn ông đang nói chuyện trước cửa hàng kỷ niệm ở Rome.	Hai người đàn ông đang trò chuyện trước một cửa hàng lưu niệm ở Rome.
A woman in black is holding something in her mouth.	Một người phụ nữ mặc đồ đen đang ngậm cái gì đó trong miệng.	Một người phụ nữ mặc đồ đen đang ngậm thứ gì đó trong miệng.
